Date,Open,High,Low,Close,Adj Close,Volume
12/08/2002,38.724998,40,38.724998,39.700001,29.51914,212976
13/08/2002,39.75,40.387501,38.875,39.162498,29.119476,153576
14/08/2002,39.25,39.25,35.724998,36.462502,27.111877,822776
15/08/2002,36.462502,36.462502,36.462502,36.462502,27.111877,0
16/08/2002,36.275002,38,35.75,36.375,27.046812,811856
19/08/2002,36.674999,36.674999,35.137501,35.474998,26.377609,205880
20/08/2002,35.724998,38.724998,35.487499,36.462502,27.111877,3773624
21/08/2002,38.474998,39.200001,36.525002,38.25,28.440964,3011064
22/08/2002,39.512501,41.575001,39.3125,39.900002,29.667849,6732480
23/08/2002,40.25,43.625,39.762501,42.299999,31.452364,4841672
26/08/2002,42.974998,43.25,41.8125,42.150002,31.340841,2576912
27/08/2002,42.5,44.25,40.75,41.099998,30.560106,3694224
28/08/2002,40.974998,41.599998,40.287498,41.137501,30.588005,1674960
29/08/2002,40.887501,41.875,40.75,41.137501,30.588005,1236544
30/08/2002,41.262501,45.125,41.25,44.049999,32.753597,3762384
02/09/2002,44.75,45.974998,44.049999,44.5,33.088188,2389568
03/09/2002,44.75,44.9375,42,42.412498,31.53603,986784
04/09/2002,41.875,43.75,41.387501,43.337502,32.223812,1449856
05/09/2002,44.662498,44.862499,42.5,43.075001,32.028629,1061360
06/09/2002,43.25,43.25,41.012501,41.474998,30.838943,907472
09/09/2002,39.5,42.6875,39.5,40.9375,30.439287,880848
10/09/2002,40.9375,40.9375,40.9375,40.9375,30.439287,0
11/09/2002,41.162498,42.700001,41.162498,41.974998,31.210728,635936
12/09/2002,42.487499,43.224998,41.900002,42.1875,31.368715,781968
13/09/2002,40.712502,42.224998,40.637501,40.987499,30.476454,338264
16/09/2002,41.375,41.599998,39.875,40.1875,29.881615,288592
17/09/2002,40.912498,41.625,40.775002,41.362499,30.755289,462952
18/09/2002,41.125,41.25,39.75,40.087502,29.807264,315432
19/09/2002,39.75,41.075001,39.25,39.75,29.556314,490848
20/09/2002,38.325001,39.674999,38.162498,39.099998,29.072989,501072
23/09/2002,39.375,39.474998,38.275002,38.4375,28.580408,248504
24/09/2002,38.299999,38.299999,36.724998,37.137501,27.61377,267912
25/09/2002,36.275002,37.75,36,37.424999,27.827549,379544
26/09/2002,38.200001,38.612499,37.75,38.012501,28.26438,178136
27/09/2002,37.887501,39,37.887501,38.474998,28.608271,206288
30/09/2002,37.887501,38.474998,36.275002,37.075001,27.567305,202232
01/10/2002,37.25,37.75,36.125,36.762501,27.334944,240192
02/10/2002,36.762501,36.762501,36.762501,36.762501,27.334944,0
03/10/2002,37.25,39.75,37.25,37.75,28.069202,673264
04/10/2002,38.25,38.362499,37.125,37.512501,27.892614,258296
07/10/2002,37.762501,38,37.025002,37.349998,27.77178,110976
08/10/2002,37.462502,38.724998,37.25,38.362499,28.524624,227352
09/10/2002,38.5,39.112499,37.0625,37.387501,27.799648,277040
10/10/2002,38.5,38.5,36.637501,37.424999,27.827549,173224
11/10/2002,38.474998,38.9375,38.112499,38.212502,28.413092,192536
14/10/2002,38.924999,39,37.575001,37.9375,28.208612,152744
15/10/2002,37.9375,37.9375,37.9375,37.9375,28.208612,0
16/10/2002,42.775002,42.775002,37.775002,38.012501,28.26438,247760
17/10/2002,38.25,38.25,37.525002,38.012501,28.26438,144512
