Date,Open,High,Low,Close,Adj Close,Volume
01/09/2016,540.5,546.650024,540,543.650024,543.650024,7571854
02/09/2016,552,555.900024,549.099976,549.849976,549.849976,10097146
06/09/2016,556.349976,593.299988,556.349976,588.700012,588.700012,15813178
07/09/2016,590,598.400024,584,587.400024,587.400024,13408927
08/09/2016,590.75,591.700012,577.75,584.200012,584.200012,10456258
09/09/2016,580,582.950012,571.700012,573.25,573.25,7159068
12/09/2016,551,560,549.25,553.450012,553.450012,7055294
14/09/2016,556.25,565.349976,544.099976,560.5,560.5,12364724
15/09/2016,562,566.25,555.400024,557.549988,557.549988,5258859
16/09/2016,562.400024,568.200012,546.349976,548.700012,548.700012,10931845
19/09/2016,553.799988,556.400024,549.450012,554.450012,554.450012,6979269
20/09/2016,555,556.299988,545.5,548.450012,548.450012,6874462
21/09/2016,548.599976,556.400024,544,549.900024,549.900024,5919149
22/09/2016,561.200012,562.950012,551.349976,558.450012,558.450012,6012388
23/09/2016,558.5,558.5,551.200012,553.049988,553.049988,4840360
26/09/2016,549.950012,549.950012,533.75,535.299988,535.299988,6858574
27/09/2016,537.700012,542,530.25,531.950012,531.950012,4912743
28/09/2016,533,545.400024,531.5,540,540,6604953
29/09/2016,543,546.900024,516.650024,526.299988,526.299988,9315794
30/09/2016,525.599976,536.549988,521.200012,534.849976,534.849976,5659248
03/10/2016,539.400024,546,539,540.799988,540.799988,4505939
04/10/2016,547.400024,552.400024,540.650024,549.950012,549.950012,5715454
05/10/2016,555.299988,562.400024,549.75,559.650024,559.650024,5929204
06/10/2016,563.099976,564.200012,549.099976,551.450012,551.450012,4273945
07/10/2016,554.5,567.299988,552.599976,565.700012,565.700012,9122002
10/10/2016,571.099976,571.099976,560.900024,562.049988,562.049988,3673211
13/10/2016,556.900024,556.900024,537,544.849976,544.849976,9510827
14/10/2016,546,557.450012,545,556.099976,556.099976,5872827
17/10/2016,557.849976,557.849976,545.900024,547.549988,547.549988,3463154
18/10/2016,549.200012,556,549.200012,554.25,554.25,3965424
19/10/2016,552.049988,554.900024,545.049988,550.5,550.5,4275157
20/10/2016,553.049988,554,546,546.849976,546.849976,2770011
21/10/2016,549,550,541.5,544.5,544.5,2789747
24/10/2016,544,564,543.549988,559.799988,559.799988,5161299
25/10/2016,549.849976,561,549.099976,553.799988,553.799988,5690576
26/10/2016,548,548,523.150024,530.049988,530.049988,6665017
27/10/2016,515.599976,525.75,510.75,522,522,18470182
28/10/2016,527,539.950012,525.099976,537,537,5665910
01/11/2016,534.400024,537.900024,525.049988,530.599976,530.599976,6848662
02/11/2016,522.599976,526,512.349976,513.299988,513.299988,4750117
03/11/2016,509.799988,521.450012,505.200012,510.200012,510.200012,6909458
04/11/2016,509.25,516.349976,501.600006,512.299988,512.299988,7564243
07/11/2016,513,521.299988,505.049988,506.350006,506.350006,5507954
08/11/2016,518.400024,543,517,540.200012,540.200012,12739083
09/11/2016,501.149994,544,500,533.5,533.5,10276017
10/11/2016,536,549.349976,531.5,533.700012,533.700012,6906437
11/11/2016,526.5,530,505,507.299988,507.299988,7823667
15/11/2016,484.899994,484.899994,453,457.399994,457.399994,15356070
16/11/2016,468.450012,471.700012,450,458.450012,458.450012,10855618
17/11/2016,460,476,459.649994,472.850006,472.850006,8949767
18/11/2016,469.899994,473.850006,461.850006,471.25,471.25,7246244
21/11/2016,468,472.799988,451.5,456.950012,456.950012,7325876
22/11/2016,464.049988,471,453.299988,464.850006,464.850006,6644867
23/11/2016,467,475.299988,462,471.5,471.5,6727083
24/11/2016,466.350006,466.350006,449.700012,452.950012,452.950012,8046995
25/11/2016,454.100006,456.350006,443.149994,452.350006,452.350006,7426347
28/11/2016,451.25,460,450.5,454.700012,454.700012,5025929
29/11/2016,455,466.299988,451.350006,459.850006,459.850006,8570549
30/11/2016,460,463.799988,455.100006,459.299988,459.299988,8377510
01/12/2016,457,457.700012,446.899994,448.200012,448.200012,7706825
02/12/2016,445,453.5,431.149994,432.899994,432.899994,10450654
05/12/2016,436,441,428.299988,439.299988,439.299988,8211182
06/12/2016,441,445.899994,438.100006,441.100006,441.100006,4209420
07/12/2016,440,449.200012,439.25,445.350006,445.350006,5559803
08/12/2016,451.200012,464.399994,451.200012,461.549988,461.549988,8176055
09/12/2016,464.950012,468.549988,460.600006,464.100006,464.100006,5690877
12/12/2016,461.950012,461.950012,451.049988,454.399994,454.399994,3837786
13/12/2016,476.799988,486.25,462.25,470.649994,470.649994,63880404
14/12/2016,470.200012,476.799988,462.649994,472.350006,472.350006,7660437
15/12/2016,464,473.600006,462.5,463.200012,463.200012,6539067
16/12/2016,465,474.899994,464.200012,473.149994,473.149994,9015744
19/12/2016,470.899994,478.549988,465.5,471.799988,471.799988,5445624
20/12/2016,473,475,469.100006,473.149994,473.149994,3690160
21/12/2016,473.5,474.5,467.100006,468.5,468.5,3492856
22/12/2016,468.149994,472.950012,464.799988,469.600006,469.600006,5436494
23/12/2016,464.950012,468.299988,460,465.649994,465.649994,3957854
26/12/2016,465.5,465.5,455.600006,457.850006,457.850006,3282425
27/12/2016,460,468.75,457.399994,466.950012,466.950012,3164664
28/12/2016,467,468.649994,462,463.350006,463.350006,3772181
29/12/2016,462.75,472.700012,459.350006,470.899994,470.899994,4763171
30/12/2016,471,475,467.5,472,472,3605555
02/01/2017,472,488.700012,469.049988,487.049988,487.049988,4024156
03/01/2017,491,492.700012,479.899994,481.100006,481.100006,5814518
04/01/2017,484.649994,493.700012,484.100006,486.649994,486.649994,4769872
05/01/2017,496,503.399994,495.549988,502.149994,502.149994,7961242
06/01/2017,502.950012,507.950012,496.25,497.75,497.75,4907475
09/01/2017,499.399994,504.600006,492.149994,500.149994,500.149994,3932710
10/01/2017,506.549988,518,505.950012,516.25,516.25,7973024
11/01/2017,520.25,523.950012,517.150024,519.25,519.25,4886398
12/01/2017,521.700012,524,513.200012,518.25,518.25,4219627
13/01/2017,523.25,523.25,507.5,514.849976,514.849976,6367248
16/01/2017,518.650024,529.450012,517,526.400024,526.400024,6084582
17/01/2017,528.099976,530.799988,521,523.700012,523.700012,4297426
18/01/2017,523.049988,529.599976,521.200012,522.450012,522.450012,5874608
19/01/2017,523,535.599976,522.700012,531.450012,531.450012,5810128
20/01/2017,527.400024,529.299988,521.25,523.200012,523.200012,5013928
23/01/2017,523.200012,534.950012,523,532.700012,532.700012,4209879
24/01/2017,533,543,532.349976,541.549988,541.549988,5183630
25/01/2017,543.25,551.900024,541.549988,548.900024,548.900024,4504941
27/01/2017,549,552,539.75,541.950012,541.950012,4493803
30/01/2017,542,543.5,530.799988,532.299988,532.299988,4163428
31/01/2017,530.200012,531.5,518,523.549988,523.549988,6035022
01/02/2017,527.5,544.5,522.900024,542.25,542.25,4786720
02/02/2017,537.599976,537.599976,526.799988,531.5,531.5,6579801
03/02/2017,531.900024,531.900024,519.5,522.599976,522.599976,5298261
06/02/2017,527.900024,531.450012,523.200012,525.849976,525.849976,3642527
07/02/2017,524.799988,524.799988,502,506.799988,506.799988,7987282
08/02/2017,512.349976,514.950012,506.299988,513.049988,513.049988,5975054
09/02/2017,515.400024,518,505.75,512.849976,512.849976,4099871
10/02/2017,513,514.799988,506.5,509.549988,509.549988,4732032
13/02/2017,512.700012,512.700012,503.299988,505.299988,505.299988,4700518
