Date,Open,High,Low,Close,Volume
30/08/2007,25.75021,26.056759,25.367022,25.527962,5272234
31/08/2007,25.650581,26.508921,25.520296,26.217697,6776810
03/09/2007,27.436235,29.888636,26.370974,29.321518,14519218
04/09/2007,29.582087,29.582087,27.597174,27.738953,8823340
05/09/2007,27.972698,28.049335,26.834629,26.949587,3558073
06/09/2007,26.133396,27.551191,26.133396,27.145012,3117154
07/09/2007,27.505209,28.279247,27.206322,27.558855,2245883
10/09/2007,27.137348,28.279247,26.907436,28.156628,1813706
11/09/2007,28.271584,28.968987,27.838581,27.922882,3363221
12/09/2007,28.279247,28.279247,27.282961,27.501377,2487267
13/09/2007,27.58951,29.605078,27.58951,29.294695,6392899
14/09/2007,29.505447,31.191475,29.505447,30.053408,11226771
17/09/2007,30.501736,31.950186,30.36762,31.544006,7182786
18/09/2007,31.881212,36.172913,31.804573,35.368217,20130659
19/09/2007,35.253262,36.786015,35.253262,35.724583,9858290
20/09/2007,35.973656,37.47575,35.636452,36.161419,4857502
21/09/2007,36.540775,37.245838,35.483177,36.644234,5945833
24/09/2007,36.939289,38.694286,36.786015,38.403065,4109461
25/09/2007,38.3111,39.161777,37.563885,38.073524,3278054
26/09/2007,38.621483,39.08514,37.552387,37.755478,3084559
27/09/2007,37.786133,38.57933,37.019756,37.809124,1947531
28/09/2007,38.318764,44.748653,37.927914,42.637287,16148876
01/10/2007,43.484135,48.971382,43.300205,47.147408,25467313
03/10/2007,48.277809,51.864449,47.745178,49.58065,16369630
04/10/2007,49.822056,51.301163,48.68399,49.389053,10384820
05/10/2007,49.814396,54.328342,49.814396,53.883846,18241911
08/10/2007,55.255657,57.324871,49.124657,49.76458,19432541
09/10/2007,50.197582,54.742188,48.128368,54.742188,11137128
10/10/2007,56.424381,59.700634,55.408932,56.991497,13914997
11/10/2007,57.478146,58.780987,53.515987,57.056641,4464796
12/10/2007,57.17926,57.17926,53.416355,54.286194,5318595
15/10/2007,57.861336,57.861336,55.17902,56.294098,4754680
16/10/2007,57.094959,57.167767,54.588913,54.952942,3840938
17/10/2007,49.737755,54.01413,49.661118,53.270744,3960226
18/10/2007,54.412643,55.945396,49.814396,50.87199,3835183
19/10/2007,48.281643,51.347145,46.365704,47.07077,3078739
22/10/2007,44.852116,51.780148,43.763863,51.515747,4581436
23/10/2007,53.370377,56.669621,53.186443,56.669621,6989917
24/10/2007,59.348103,61.310024,56.424381,57.876663,7116487
25/10/2007,59.348103,61.080109,58.236858,60.355885,7389943
26/10/2007,61.294697,65.141899,60.160461,64.360199,9015295
29/10/2007,65.908272,66.663155,64.758713,65.107414,5816849
30/10/2007,65.885284,65.885284,61.854149,62.490242,6069715
31/10/2007,62.842773,62.842773,59.800262,60.984314,4230303
01/11/2007,62.076397,64.034485,62.076397,63.306431,8944860
02/11/2007,61.482456,62.689499,60.19878,60.877022,4724095
05/11/2007,61.310024,62.072567,58.704346,61.126095,5695956
06/11/2007,61.310024,62.076397,60.160461,61.068615,3321075
07/11/2007,61.15675,63.532513,60.160461,61.321518,3905958
08/11/2007,60.160461,63.141659,59.853909,61.398155,2863283
12/11/2007,59.164173,60.329063,58.344151,59.93821,1988829
13/11/2007,60.160461,62.053406,59.091366,61.700874,1713899
14/11/2007,62.459587,64.789368,61.769848,64.789368,5393819
15/11/2007,66.598015,67.4142,63.60915,64.505806,2005975
16/11/2007,63.302601,66.674652,63.22596,63.789246,1202113
19/11/2007,65.115074,66.981201,64.375526,66.981201,3568799
20/11/2007,66.590347,67.364388,65.509758,66.214828,1547805
21/11/2007,66.521378,66.521378,63.271942,63.620644,1312972
22/11/2007,63.22596,64.298889,61.310024,63.532513,1889739
23/11/2007,62.336967,65.456116,62.336967,65.065262,6686671
26/11/2007,67.797394,67.797394,65.387138,66.115196,2844350
27/11/2007,66.291466,66.291466,62.812119,62.812119,1968330
28/11/2007,62.842773,62.842773,59.673813,59.961201,4691200
29/11/2007,60.237099,61.15675,60.160461,60.574303,2116756
30/11/2007,61.616573,61.616573,60.083824,61.233383,1857458
03/12/2007,62.053406,62.750809,59.010899,61.057117,3281421
04/12/2007,61.846485,62.076397,60.179619,60.639446,1934939
05/12/2007,61.539936,62.076397,60.696922,61.455635,3587785
06/12/2007,61.99976,63.60915,60.930668,61.321518,3349364
07/12/2007,61.386662,62.996048,59.470722,61.060951,2419402
10/12/2007,61.455635,62.298649,59.853909,60.880852,3127488
11/12/2007,61.310024,63.927197,61.003471,63.911865,6137032
12/12/2007,62.084061,67.107651,62.084061,66.946716,5023348
13/12/2007,67.594299,70.295776,65.141899,70.295776,8057971
14/12/2007,72.37648,72.805649,66.781944,69.759308,6867066
17/12/2007,70.353249,72.652374,67.441025,69.349297,4659362
18/12/2007,65.915939,69.663513,65.881454,67.065498,5869395
19/12/2007,68.437309,69.510239,66.68998,68.536942,2644135
20/12/2007,69.356964,69.356964,67.824211,69.008263,513925
24/12/2007,72.115913,72.460785,72.115913,72.460785,695703
26/12/2007,76.024429,76.085739,74.529999,76.085739,2004174
27/12/2007,79.580406,79.890793,73.656326,79.890793,3906989
28/12/2007,81.159142,83.887436,77.787094,83.887436,1647965
31/12/2007,86.171242,88.083344,86.171242,88.083344,1260035
01/01/2008,91.88073,92.490005,89.290382,92.490005,2840553
02/01/2008,96.134117,97.115074,88.539337,97.115074,9666830
03/01/2008,97.78949,101.973892,95.87355,97.532753,8934134
04/01/2008,99.237938,101.161537,94.513229,97.237694,2682758
07/01/2008,92.945992,96.946472,92.831039,95.977013,4345703
08/01/2008,96.563286,98.785774,91.275299,93.539932,4551151
09/01/2008,89.665909,93.574425,88.914864,89.769371,4389937
10/01/2008,88.907196,92.70842,85.83403,86.447136,2722439
11/01/2008,88.133156,88.133156,82.124779,82.243561,2575774
14/01/2008,82.002159,82.002159,78.564964,79.749016,1765114
15/01/2008,82.768532,83.737999,81.274101,83.737999,1278003
16/01/2008,81.235779,87.520058,79.798828,83.236023,2367808
17/01/2008,84.837746,86.60041,82.005989,82.848999,1219128
18/01/2008,80.92923,83.151718,78.706741,78.978806,1271322
21/01/2008,77.863731,77.863731,74.871033,74.874863,2613915
22/01/2008,71.134956,71.272903,71.131119,71.131119,307708
23/01/2008,71.131119,74.338402,67.575142,71.085136,2281284
24/01/2008,73.572029,74.491676,67.53299,67.53299,1628301
25/01/2008,68.207397,70.912704,68.207397,70.912704,1174515
28/01/2008,71.272903,72.652374,67.368217,69.226677,1483228
29/01/2008,72.422462,72.4991,66.674652,69.226677,775690
30/01/2008,69.226677,70.199974,67.594299,68.234222,551700
31/01/2008,68.973778,68.973778,64.823853,67.211113,1333380
01/02/2008,68.96611,69.74015,63.850555,66.287628,691227
04/02/2008,68.889473,68.973778,64.911987,66.184174,1963346
05/02/2008,67.441025,67.441025,65.697525,66.666985,557089
06/02/2008,64.195427,66.138184,63.455875,64.141777,445656
07/02/2008,67.211113,67.34906,63.22596,64.180099,735971
08/02/2008,62.842773,64.452164,60.972816,60.972816,1449642
11/02/2008,61.616573,61.616573,57.926476,57.926476,110533
12/02/2008,55.194347,57.094959,55.033409,55.033409,1535279
13/02/2008,52.282124,57.63142,52.282124,53.424023,5682477
14/02/2008,52.496708,56.022034,52.496708,55.048737,1819187
15/02/2008,54.412643,57.803856,54.029457,56.060352,1223760
18/02/2008,56.711769,56.711769,54.037121,54.937611,2468451
19/02/2008,55.945396,56.861214,54.565922,55.121544,753912
20/02/2008,54.642559,55.945396,53.263081,54.090767,386259
21/02/2008,53.646271,55.485573,53.646271,54.033291,893583
22/02/2008,53.270744,53.646271,51.734165,52.48521,948569
25/02/2008,53.646271,53.646271,49.864208,50.688061,2889498
26/02/2008,51.653694,52.013889,51.117233,51.446774,519901
27/02/2008,52.879894,54.021793,52.113518,52.814754,1784439
28/02/2008,52.879894,52.879894,50.963959,52.638489,1712202
29/02/2008,53.263081,53.339722,51.50042,52.634655,692232
03/03/2008,52.113518,52.113518,50.005985,50.791523,2182703
04/03/2008,50.205246,51.872112,50.120945,51.209198,1755889
05/03/2008,49.894863,52.420071,49.894863,50.726379,1663884
07/03/2008,49.124657,50.113281,48.189678,49.040356,1722550
10/03/2008,45.982517,47.890793,44.832954,46.710575,2366829
11/03/2008,47.975094,51.38163,46.442341,50.829842,3164246
12/03/2008,55.485573,55.792122,49.048019,49.216621,2847651
13/03/2008,45.982517,47.591904,44.373131,44.89043,1399575
14/03/2008,45.223804,46.787212,43.760029,45.672134,2778090
17/03/2008,42.920849,45.200813,41.104538,41.119865,4573529
18/03/2008,40.31134,40.31134,38.322598,39.893665,2553409
19/03/2008,42.917015,43.223564,39.02383,40.031612,1354023
24/03/2008,40.617889,42.533829,37.935577,38.862892,3509468
25/03/2008,40.464615,42.752247,39.939648,42.49551,4395092
26/03/2008,42.541492,44.066578,40.234703,41.499222,1367802
27/03/2008,40.617889,45.649143,40.242367,43.825172,1735742
28/03/2008,44.832954,48.208836,44.449768,46.61861,2133824
31/03/2008,45.599331,50.147766,45.599331,45.959526,7015179
01/04/2008,48.281643,48.818108,43.687222,46.051491,1250536
02/04/2008,47.507603,48.511555,46.434677,47.2547,1020661
03/04/2008,47.135914,49.661118,46.23159,49.13615,716894
04/04/2008,49.201294,49.354568,46.518978,47.388817,1919855
07/04/2008,48.205006,50.120945,46.066818,48.695484,681950
08/04/2008,48.672493,50.193748,48.285477,49.396721,467094
09/04/2008,49.048019,51.343311,48.434917,51.117233,521937
10/04/2008,51.730331,52.03688,50.963959,51.684349,605577
11/04/2008,52.649982,52.795593,50.205246,52.09819,674630
15/04/2008,50.963959,55.558376,50.596096,54.309185,1249100
16/04/2008,55.17902,56.290264,54.642559,55.320801,1031218
17/04/2008,56.711769,59.348103,56.328583,57.589272,1700720
21/04/2008,61.689381,61.689381,58.627708,60.294575,872431
22/04/2008,59.010899,61.677883,59.010899,60.658604,1556352
23/04/2008,60.926834,61.080109,59.014729,59.282959,1070820
24/04/2008,59.777271,60.313736,59.087536,59.551193,192621
25/04/2008,59.010899,61.915459,58.704346,61.409653,1264745
28/04/2008,62.597534,63.60915,62.076397,63.268112,683398
29/04/2008,63.22596,65.256859,63.22596,64.9618,843816
30/04/2008,67.441025,67.441025,64.222252,64.797028,1843966
02/05/2008,66.249313,67.364388,64.858337,66.778114,2294502
05/05/2008,67.441025,67.736076,66.521378,66.847084,1438485
06/05/2008,66.674652,67.28775,65.387138,66.084541,2420980
07/05/2008,65.141899,66.199493,63.992336,65.904442,527809
08/05/2008,65.141899,66.214828,64.245239,64.509644,1165277
09/05/2008,64.758713,64.758713,62.080231,62.643517,799060
12/05/2008,61.539936,62.842773,59.087536,61.693211,629900
13/05/2008,62.996048,65.908272,61.310024,62.746979,1488448
14/05/2008,60.237099,63.605316,60.237099,63.202969,438962
15/05/2008,63.762424,65.509758,62.076397,64.149445,1338169
16/05/2008,65.908272,66.138184,64.459824,65.8508,472418
20/05/2008,65.141899,68.774521,64.758713,66.486885,1961949
21/05/2008,66.678482,67.824211,66.291466,67.517662,1148653
22/05/2008,67.624954,67.824211,65.145729,65.977249,861053
23/05/2008,59.87307,67.441025,59.87307,65.709015,571273
26/05/2008,62.881092,64.988625,62.881092,63.812237,529401
27/05/2008,63.839062,65.517426,63.766254,64.038322,830885
28/05/2008,65.138069,65.831635,63.624477,65.444618,760671
29/05/2008,65.525085,66.483055,63.739433,64.463654,1344093
30/05/2008,66.061546,66.061546,59.547359,60.670101,1627883
02/06/2008,62.459587,62.459587,59.018562,60.861694,382736
03/06/2008,59.777271,60.07999,56.481857,58.087414,1287919
04/06/2008,57.102623,59.673813,55.573704,56.589149,723901
05/06/2008,57.094959,57.30188,54.420307,55.232666,1248604
06/06/2008,56.635136,56.638966,55.17902,56.052689,758127
09/06/2008,55.424259,55.424259,51.737995,53.205605,880064
10/06/2008,53.109806,53.109806,50.81068,51.358639,766008
11/06/2008,51.745659,55.577538,51.50042,54.922283,760436
12/06/2008,53.650101,58.543407,53.266914,57.976292,1575011
13/06/2008,59.148846,61.310024,58.25985,61.191235,1049498
16/06/2008,66.598015,66.598015,60.796551,61.781345,1093837
17/06/2008,64.682076,64.682076,61.693211,63.145493,1100909
18/06/2008,62.080231,64.375526,62.080231,63.130165,572187
19/06/2008,61.463299,63.218296,59.930546,62.505569,1407130
20/06/2008,63.22596,63.22596,59.010899,59.731289,1138345
23/06/2008,59.010899,59.010899,55.715485,55.899414,673573
24/06/2008,55.945396,56.328583,50.312538,50.389175,929727
25/06/2008,46.978806,50.427494,46.875343,48.638008,907597
26/06/2008,50.963959,51.573223,48.35828,48.829601,947708
27/06/2008,47.515266,49.277931,45.986347,48.764458,308517
30/06/2008,48.664829,49.58448,46.365704,47.024788,512425
01/07/2008,46.748894,48.898575,44.526405,45.147167,829932
02/07/2008,45.982517,47.055443,41.116035,46.545803,1449146
03/07/2008,45.522694,48.205006,43.698719,44.668182,274147
04/07/2008,43.8405,45.90588,43.836666,45.856064,558538
07/07/2008,47.70303,53.799545,46.442341,51.044426,1290960
08/07/2008,48.051731,53.033169,46.078316,51.013771,484592
09/07/2008,52.764938,56.554665,51.519581,52.259132,2277826
10/07/2008,51.730331,53.94899,49.354568,49.699436,1406203
11/07/2008,50.580769,51.350975,46.905998,47.388817,902090
14/07/2008,47.339001,47.879295,45.488205,46.039993,1016277
15/07/2008,44.066578,45.675968,42.687103,43.051132,798225
16/07/2008,42.759911,45.595497,42.150642,43.058796,1035445
17/07/2008,45.752605,45.982517,43.304035,45.346424,656975
18/07/2008,47.361992,47.361992,45.219975,46.768051,528592
21/07/2008,46.365704,48.664829,45.446053,47.216381,339676
22/07/2008,46.748894,49.048019,46.748894,48.714645,436770
23/07/2008,50.887318,51.193871,49.051849,50.013653,907179
24/07/2008,51.040592,52.496708,49.067177,49.396721,564605
25/07/2008,46.154953,50.105618,45.982517,48.553707,424126
28/07/2008,49.814396,50.197582,46.672256,49.454197,1001558
29/07/2008,48.956055,49.661118,47.706863,48.316132,297948
30/07/2008,49.469524,49.814396,48.741467,49.071011,263500
31/07/2008,49.048019,49.048019,48.519218,48.837265,293407
01/08/2008,48.523052,50.197582,47.530594,50.017483,581190
04/08/2008,49.814396,51.339481,49.469524,49.661118,150187
05/08/2008,49.124657,50.657406,49.124657,50.54245,142802
06/08/2008,45.446053,51.730331,45.446053,49.538498,379853
07/08/2008,48.051731,50.404503,48.051731,49.795235,182508
08/08/2008,50.427494,50.427494,48.779785,49.76841,338737
11/08/2008,53.569633,55.941563,50.197582,50.699558,396333
12/08/2008,50.580769,51.730331,49.431206,50.105618,382332
13/08/2008,44.154713,51.347145,44.154713,50.81068,354330
14/08/2008,49.814396,51.117233,49.201294,49.469524,274878
18/08/2008,49.431206,49.653454,48.281643,49.166805,393436
19/08/2008,48.289307,49.431206,48.289307,49.002037,448057
20/08/2008,49.201294,49.657288,48.783619,49.040356,462214
21/08/2008,48.588192,49.051849,47.515266,48.185844,476359
22/08/2008,46.135792,49.346905,46.135792,49.009701,198088
25/08/2008,49.009701,50.960125,46.825531,47.2547,5564571
26/08/2008,43.51479,49.040356,42.993652,44.756317,7309512
27/08/2008,45.055202,45.101185,42.917015,43.384506,5643488
28/08/2008,44.047421,44.066578,42.319244,42.844212,1386540
29/08/2008,42.917015,45.829243,42.917015,45.101185,380923
01/09/2008,44.526405,44.748653,43.415161,44.127888,502925
02/09/2008,44.901928,45.216141,44.468925,45.020718,317481
04/09/2008,47.507603,50.963959,43.760029,44.212189,177510
05/09/2008,43.989941,43.989941,43.07029,43.564602,197214
08/09/2008,44.909592,48.741467,44.756317,46.645432,2394205
09/09/2008,46.672256,48.047897,46.135792,46.860016,1112444
10/09/2008,46.902168,53.929829,45.986347,50.366184,9199435
11/09/2008,50.350857,51.76482,48.281643,48.898575,4167188
12/09/2008,49.661118,51.193871,46.748894,47.323673,2303218
15/09/2008,45.982517,46.572624,43.00898,43.606754,885192
16/09/2008,41.767452,46.289066,40.817146,44.794636,1483829
17/09/2008,45.90588,47.430965,44.534069,45.227638,3354153
18/09/2008,41.200336,44.058914,41.200336,42.767574,2971129
19/09/2008,44.832954,45.212311,42.303917,43.146931,4690312
22/09/2008,44.219852,44.832954,42.338402,42.67944,1131090
23/09/2008,41.767452,43.871155,41.767452,42.763741,595569
24/09/2008,42.22728,44.066578,42.150642,43.836666,650190
25/09/2008,43.376842,44.832954,43.300205,44.449768,1310493
26/09/2008,44.070412,45.775597,41.767452,42.526165,1879614
29/09/2008,42.794395,43.989941,36.793678,38.088852,1635451
30/09/2008,36.402824,37.169201,34.18417,35.893185,2140478
01/10/2008,35.866364,37.935577,35.866364,37.517902,919314
03/10/2008,37.092564,38.357082,35.329903,35.590469,739715
06/10/2008,34.410252,35.245598,30.271824,30.65501,1786278
07/10/2008,31.421387,32.306549,29.505447,31.026703,1002380
08/10/2008,30.65501,30.65501,25.692732,26.482098,1389384
10/10/2008,25.75021,26.593222,22.991259,23.28248,1486034
13/10/2008,23.757633,25.681236,23.757633,24.562328,691593
14/10/2008,26.210035,28.355885,23.864925,24.692612,1186703
15/10/2008,23.91091,24.677284,22.991259,23.397436,501699
16/10/2008,22.60807,23.604359,21.458508,22.991259,1051965
17/10/2008,23.451082,24.217459,22.244041,22.792002,754291
20/10/2008,23.171356,24.485689,23.144533,24.060352,884188
21/10/2008,24.52401,26.056759,24.4627,25.922644,583004
22/10/2008,25.290384,26.746496,25.014488,25.995449,500250
23/10/2008,23.451082,25.290384,23.451082,24.880373,308752
24/10/2008,24.707939,24.707939,21.535145,22.615734,1853778
27/10/2008,22.531433,24.320919,19.312656,22.964436,1411253
29/10/2008,27.206322,27.24464,25.367022,26.581726,905026
31/10/2008,26.439947,28.739073,26.439947,28.505329,468856
03/11/2008,29.122261,31.421387,29.122261,30.934738,975475
04/11/2008,30.884924,32.494312,29.739193,31.927195,811991
05/11/2008,33.10741,33.260689,30.65501,31.375404,1050555
06/11/2008,30.425098,31.344749,29.137589,30.574541,1268516
07/11/2008,29.965273,30.65501,29.796671,30.601364,251221
10/11/2008,30.731649,32.2644,30.731649,31.793079,590089
11/11/2008,31.559334,31.559334,29.658724,30.064901,363842
12/11/2008,29.505447,29.880972,28.819542,29.65106,302749
14/11/2008,30.04191,30.923243,28.968987,29.459467,273142
17/11/2008,29.122261,29.658724,28.049335,28.520657,352490
18/11/2008,28.739073,28.739073,26.97641,28.187283,564945
19/11/2008,28.509159,28.662436,27.206322,27.601006,233841
20/11/2008,26.823135,26.823135,24.842054,25.593102,523738
21/11/2008,24.217459,24.738594,23.451082,24.347742,494092
24/11/2008,24.102503,24.497187,23.780624,24.010536,122890
25/11/2008,24.447371,24.865046,22.837982,23.110046,249029
26/11/2008,23.451082,23.520058,22.531433,22.77284,672307
27/11/2008,22.77284,22.77284,22.77284,22.77284,0
28/11/2008,22.77284,23.451082,22.77284,23.0564,138143
01/12/2008,22.837982,23.527721,21.458508,21.738235,235432
02/12/2008,21.075319,21.362711,20.308945,20.922045,274147
03/12/2008,21.075319,21.841696,20.385582,20.596336,267114
04/12/2008,21.190275,21.190275,20.15567,20.397078,1143225
05/12/2008,20.692133,21.44318,20.54652,21.125134,530601
08/12/2008,21.462339,22.454796,20.845407,21.063824,253257
10/12/2008,21.688419,22.378159,21.090649,22.155909,208161
11/12/2008,21.918333,22.592743,21.305233,21.803377,201715
12/12/2008,21.38187,21.765059,21.075319,21.462339,359614
15/12/2008,21.841696,22.33984,21.037001,21.439348,338867
16/12/2008,21.15962,22.454796,20.845407,21.412525,839184
17/12/2008,21.834032,23.554544,21.38187,22.05628,2397793
18/12/2008,22.129086,23.44342,21.918333,23.067896,1147518
19/12/2008,23.202011,25.206083,23.144533,24.692612,792340
22/12/2008,24.830559,25.520296,24.232786,24.481857,747075
23/12/2008,24.294096,24.328583,22.991259,23.236498,482922
24/12/2008,22.991259,23.680996,22.611902,22.998922,335605
26/12/2008,23.374447,23.374447,22.071608,22.213387,222188
29/12/2008,22.531433,22.837982,21.925997,22.677044,121572
30/12/2008,22.991259,23.753801,22.623398,23.041073,198440
31/12/2008,23.152197,24.294096,22.761347,23.156029,298639
02/01/2009,24.52401,25.206083,23.987547,24.309423,527417
05/01/2009,24.600645,26.742664,24.52401,26.742664,1044997
06/01/2009,27.190994,29.122261,25.685066,27.374926,1415598
07/01/2009,27.727457,29.313854,24.527842,26.336487,2403404
09/01/2009,25.298048,25.650581,22.343672,24.133158,1250157
12/01/2009,24.217459,26.428452,23.949226,25.048977,1455957
13/01/2009,24.907198,25.125614,22.991259,23.362949,809172
14/01/2009,24.064184,24.516344,23.232668,23.818945,457556
15/01/2009,21.079151,23.635014,21.079151,22.906958,737693
16/01/2009,23.374447,24.140821,22.657885,22.89163,1512300
19/01/2009,22.60807,23.527721,21.964315,22.301521,1220550
20/01/2009,21.918333,22.60807,21.864687,22.205725,1296427
21/01/2009,21.918333,22.378159,21.918333,22.190395,1142521
22/01/2009,22.569752,22.592743,22.148245,22.320681,1384360
23/01/2009,22.301521,22.493114,22.006466,22.155909,954440
27/01/2009,22.378159,22.60807,21.841696,22.435637,578985
28/01/2009,22.60807,22.60807,22.251705,22.458628,886850
29/01/2009,22.692371,22.906958,21.554304,22.05628,501268
30/01/2009,21.653933,22.140581,21.075319,21.707581,999327
02/02/2009,21.236259,21.991138,20.772602,21.11364,749606
03/02/2009,20.960363,21.450844,20.416237,20.66531,552131
04/02/2009,21.059994,21.075319,20.542688,20.630821,629691
05/02/2009,20.538857,20.872231,20.163334,20.335768,1214391
06/02/2009,20.684469,20.845407,19.849119,20.033051,614385
09/02/2009,20.15567,20.692133,20.086697,20.393246,2141366
10/02/2009,20.247635,21.987307,20.247635,20.841576,1062260
11/02/2009,20.308945,21.056162,20.079033,20.795593,317703
12/02/2009,20.998684,21.22093,20.385582,20.634653,227290
13/02/2009,20.76877,21.611782,20.542688,20.991018,722792
16/02/2009,20.780266,21.343552,19.695845,20.331936,709378
17/02/2009,20.538857,20.538857,19.573225,19.902765,945254
18/02/2009,19.159382,19.772482,19.006107,19.266674,1353018
19/02/2009,19.615376,20.148006,19.469765,19.76865,869952
20/02/2009,19.389294,19.596216,19.128727,19.251347,768526
24/02/2009,20.232307,20.232307,18.89115,19.109568,579689
25/02/2009,19.427612,19.615376,18.622919,18.799185,683920
26/02/2009,19.236019,19.236019,18.622919,18.753202,1141346
27/02/2009,19.159382,19.159382,18.714884,18.757034,334366
02/03/2009,18.546282,19.396957,18.546282,19.1134,707825
03/03/2009,18.783857,19.304993,18.546282,18.799185,479125
04/03/2009,18.780025,19.067417,18.622919,18.7647,692036
05/03/2009,18.714884,19.090408,18.247395,18.661238,606739
06/03/2009,18.469645,19.159382,18.262724,18.845167,387890
09/03/2009,19.151718,19.151718,18.469645,18.757034,154141
12/03/2009,19.121063,19.144054,18.477308,18.726379,227225
13/03/2009,18.837503,19.140223,18.780025,19.048258,362276
16/03/2009,19.312656,19.370134,18.814512,19.201532,343734
17/03/2009,19.228355,19.228355,18.822178,19.009939,512516
18/03/2009,19.285833,20.002396,18.852833,18.952461,1606732
19/03/2009,19.42378,19.534906,18.431326,18.642078,665757
20/03/2009,18.929468,19.427612,18.622919,18.87199,644162
23/03/2009,19.159382,19.389294,18.776194,18.994612,866207
24/03/2009,19.389294,19.527243,18.546282,18.657406,670650
25/03/2009,18.776194,18.883488,18.553946,18.691893,363451
26/03/2009,19.063585,19.197701,18.64591,18.998444,954728
27/03/2009,19.159382,21.38187,18.776194,19.262842,4462669
30/03/2009,20.232307,22.067776,19.327984,19.753323,3303877
31/03/2009,20.121183,21.38187,19.818464,20.512033,3496315
01/04/2009,20.531195,22.408813,20.469885,21.439348,3587302
02/04/2009,21.991138,23.596695,21.550472,22.868637,4100849
06/04/2009,23.374447,26.286673,22.922285,25.738714,3782089
08/04/2009,25.213747,25.673573,24.010536,25.324871,2181724
09/04/2009,25.826847,28.348223,25.673573,25.91498,2366503
13/04/2009,26.443779,27.267632,26.141062,26.42462,1370386
15/04/2009,26.516584,28.662436,25.596933,28.034008,3874629
16/04/2009,28.846367,28.968987,26.36331,26.788649,2171481
17/04/2009,26.899773,27.972698,26.516584,26.911268,3941671
20/04/2009,27.206322,27.512873,26.213865,26.934259,2587531
21/04/2009,26.823135,28.279247,26.409292,27.604837,4454749
22/04/2009,28.279247,28.654772,27.294456,27.896061,5121616
23/04/2009,28.731409,30.570709,27.604837,29.766016,11818870
24/04/2009,30.225842,35.153633,29.903963,34.015568,17185157
27/04/2009,33.705185,35.513832,31.89654,32.682076,8213025
28/04/2009,32.57095,33.544247,29.888636,30.149204,3533373
29/04/2009,30.808287,33.16489,30.271824,32.26823,5364747
30/04/2009,32.421505,32.421505,32.421505,32.421505,0
04/05/2009,32.724224,35.498505,31.153154,35.498505,8722932
05/05/2009,36.356842,36.356842,34.027061,34.659321,5910485
06/05/2009,34.701473,35.621124,33.567238,34.115196,3462846
07/05/2009,34.486889,35.406536,34.103699,34.548199,2295154
08/05/2009,34.640163,35.02335,32.252903,32.980961,2477963
11/05/2009,33.184052,33.640041,31.888874,32.517303,1109573
12/05/2009,31.651299,33.490601,31.651299,33.069092,4487253
13/05/2009,33.697521,35.008022,32.992455,34.084541,3684513
14/05/2009,31.421387,35.092323,31.421387,34.628666,2885074
15/05/2009,35.165131,37.935577,34.946712,36.678722,5110550
18/05/2009,40.207878,40.349659,40.207878,40.349659,11821
19/05/2009,40.70219,44.384624,36.939289,44.384624,5127122
20/05/2009,44.603043,46.607113,44.089569,46.607113,1742162
21/05/2009,47.13208,48.664829,45.469048,46.128128,2289648
22/05/2009,45.982517,48.205006,45.752605,47.90612,2059265
25/05/2009,48.54221,50.120945,48.35828,48.699318,1490783
26/05/2009,49.423542,50.189919,46.978806,47.339001,1671048
27/05/2009,48.281643,49.58448,47.668545,48.825768,1377549
28/05/2009,49.530834,49.737755,48.35828,49.262604,972212
29/05/2009,49.879536,51.726501,49.879536,51.726501,1018848
01/06/2009,53.217098,54.313019,51.730331,54.175068,3600442
02/06/2009,55.133038,55.133038,51.465931,51.6422,1880423
03/06/2009,52.266796,53.569633,51.998562,53.05616,1936231
04/06/2009,52.879894,55.711651,52.113518,55.711651,2927573
05/06/2009,56.688782,58.497425,56.688782,58.46677,8318600
08/06/2009,59.010899,60.796551,55.543049,55.550713,3331683
09/06/2009,55.133038,57.094959,52.887558,55.267155,2795001
10/06/2009,55.937733,57.094959,55.17902,56.052689,1892988
11/06/2009,56.704105,56.711769,53.707581,54.864807,2676156
12/06/2009,55.17902,56.481857,53.722908,55.569874,2070865
15/06/2009,54.336006,56.435875,54.209557,55.316967,601532
16/06/2009,54.106094,57.861336,54.106094,57.478146,1859402
17/06/2009,57.968628,59.010899,54.60424,54.922283,2074049
18/06/2009,54.949108,56.711769,52.964195,54.811161,2438531
19/06/2009,55.17902,56.320919,52.420071,53.757393,1133204
22/06/2009,55.485573,55.485573,51.527241,52.856903,1295083
23/06/2009,52.03688,52.879894,50.427494,52.285954,1771534
24/06/2009,52.879894,54.903126,52.879894,54.903126,663839
25/06/2009,57.650581,57.650581,56.941685,57.650581,759627
26/06/2009,60.535984,60.535984,57.110287,60.535984,6572824
29/06/2009,61.670219,63.563168,61.670219,63.509521,14813486
30/06/2009,63.992336,66.594177,61.700874,62.865765,3929863
01/07/2009,62.996048,63.149323,59.777271,61.478626,1061594
02/07/2009,62.819782,62.819782,58.865288,59.830917,3007808
03/07/2009,59.777271,62.823612,59.394085,62.823612,1080684
06/07/2009,63.22596,65.896782,60.926834,61.555264,5012909
07/07/2009,62.229671,63.60915,59.773441,60.877022,4079620
08/07/2009,59.777271,59.777271,54.792,56.175308,4289778
09/07/2009,57.324871,57.324871,54.029457,54.979763,1137862
10/07/2009,55.792122,56.251945,54.259369,54.673214,707486
